2017-09-12 05:07:49.851 client 52.32.115.31:52360	goodput 358.76 kbps	throughput 359.16 kbps	latency 57.000 ms	accuracy 0.8780
2017-09-12 05:07:54.921 client 13.58.116.243:35662	goodput 2614.664 kbps	throughput 2615.064 kbps	latency 38.250 ms	accuracy 0.8659
2017-09-12 05:07:54.936 client 52.23.155.130:36534	goodput 2614.664 kbps	throughput 2615.064 kbps	latency 37.875 ms	accuracy 0.8659
2017-09-12 05:07:55.851 client 52.32.115.31:52360	goodput 3868.984 kbps	throughput 3869.384 kbps	latency 100.800 ms	accuracy 0.8959
2017-09-12 05:07:55.921 client 13.58.116.243:35662	goodput 3967.392 kbps	throughput 3967.792 kbps	latency 66.125 ms	accuracy 0.8415
2017-09-12 05:07:55.936 client 52.23.155.130:36534	goodput 3967.392 kbps	throughput 3967.792 kbps	latency 59.875 ms	accuracy 0.8415
2017-09-12 05:07:56.851 client 52.32.115.31:52360	goodput 1710.728 kbps	throughput 1711.128 kbps	latency 58.000 ms	accuracy 0.8873
2017-09-12 05:07:56.921 client 13.58.116.243:35662	goodput 2382.168 kbps	throughput 2382.568 kbps	latency 25.100 ms	accuracy 0.8745
2017-09-12 05:07:56.936 client 52.23.155.130:36534	goodput 2382.144 kbps	throughput 2382.544 kbps	latency 29.100 ms	accuracy 0.8745
2017-09-12 05:07:57.851 client 52.32.115.31:52360	goodput 1651.456 kbps	throughput 1651.856 kbps	latency 57.667 ms	accuracy 0.8750
2017-09-12 05:07:57.922 client 13.58.116.243:35662	goodput 2340.384 kbps	throughput 2340.784 kbps	latency 25.000 ms	accuracy 0.8913
2017-09-12 05:07:57.936 client 52.23.155.130:36534	goodput 2340.384 kbps	throughput 2340.784 kbps	latency 29.000 ms	accuracy 0.8913
2017-09-12 05:07:58.851 client 52.32.115.31:52360	goodput 1706.096 kbps	throughput 1706.496 kbps	latency 58.333 ms	accuracy 0.8280
2017-09-12 05:07:58.922 client 13.58.116.243:35662	goodput 2477.576 kbps	throughput 2477.976 kbps	latency 25.100 ms	accuracy 0.8456
2017-09-12 05:07:58.936 client 52.23.155.130:36534	goodput 2477.576 kbps	throughput 2477.976 kbps	latency 29.100 ms	accuracy 0.8456
2017-09-12 05:07:59.851 client 52.32.115.31:52360	goodput 2619.208 kbps	throughput 2619.608 kbps	latency 56.333 ms	accuracy 0.8902
2017-09-12 05:07:59.922 client 13.58.116.243:35662	goodput 3639.936 kbps	throughput 3640.336 kbps	latency 31.273 ms	accuracy 0.8626
2017-09-12 05:07:59.936 client 52.23.155.130:36534	goodput 3639.936 kbps	throughput 3640.336 kbps	latency 30.273 ms	accuracy 0.8626
2017-09-12 05:08:00.851 client 52.32.115.31:52360	goodput 1741.928 kbps	throughput 1760.328 kbps	latency 52.000 ms	accuracy 0.8723
2017-09-12 05:08:00.921 client 13.58.116.243:35662	goodput 2595.176 kbps	throughput 2949 kbps	latency 26.200 ms	accuracy 0.8847
2017-09-12 05:08:00.936 client 52.23.155.130:36534	goodput 2595.176 kbps	throughput 2949 kbps	latency 30.000 ms	accuracy 0.8847
2017-09-12 05:08:01.851 client 52.32.115.31:52360	goodput 1838.4 kbps	throughput 1877.8 kbps	latency 52.000 ms	accuracy 0.9006
2017-09-12 05:08:01.922 client 13.58.116.243:35662	goodput 2689.856 kbps	throughput 3510.512 kbps	latency 41.400 ms	accuracy 0.8759
2017-09-12 05:08:01.936 client 52.23.155.130:36534	goodput 2399.84 kbps	throughput 3220.496 kbps	latency 57.556 ms	accuracy 0.8805
2017-09-12 05:08:02.851 client 52.32.115.31:52360	goodput 1815.352 kbps	throughput 1875.752 kbps	latency 58.333 ms	accuracy 0.8927
2017-09-12 05:08:02.921 client 13.58.116.243:35662	goodput 2651.216 kbps	throughput 3967.456 kbps	latency 31.700 ms	accuracy 0.8817
2017-09-12 05:08:02.936 client 52.23.155.130:36534	goodput 2661.96 kbps	throughput 3978.2 kbps	latency 72.400 ms	accuracy 0.8736
2017-09-12 05:08:03.851 client 52.32.115.31:52360	goodput 2254.048 kbps	throughput 2305.648 kbps	latency 24.167 ms	accuracy 0.8701
2017-09-12 05:08:03.922 client 13.58.116.243:35662	goodput 4079.32 kbps	throughput 5277.752 kbps	latency 41.375 ms	accuracy 0.8674
2017-09-12 05:08:03.936 client 52.23.155.130:36534	goodput 4358.592 kbps	throughput 5557.024 kbps	latency 70.556 ms	accuracy 0.8725
2017-09-12 05:08:04.851 client 52.32.115.31:52360	goodput 2981.896 kbps	throughput 2982.296 kbps	latency 12.400 ms	accuracy 0.8481
2017-09-12 05:08:04.921 client 13.58.116.243:35662	goodput 6872.36 kbps	throughput 6872.76 kbps	latency 124.000 ms	accuracy 0.9375
2017-09-12 05:08:04.936 client 52.23.155.130:36534	goodput 6872.36 kbps	throughput 6872.76 kbps	latency 86.000 ms	accuracy 0.9375
2017-09-12 05:08:05.851 client 52.32.115.31:52360	goodput 2921.064 kbps	throughput 2921.464 kbps	latency 12.300 ms	accuracy 0.8634
2017-09-12 05:08:05.921 client 13.58.116.243:35662	goodput 6904.128 kbps	throughput 6904.528 kbps	latency 128.000 ms	accuracy 0.9340
2017-09-12 05:08:05.936 client 52.23.155.130:36534	goodput 6904.128 kbps	throughput 6904.528 kbps	latency 73.000 ms	accuracy 0.9340
2017-09-12 05:08:06.851 client 52.32.115.31:52360	goodput 2993.904 kbps	throughput 2994.304 kbps	latency 12.400 ms	accuracy 0.8626
2017-09-12 05:08:06.921 client 13.58.116.243:35662	goodput 6911.264 kbps	throughput 6911.664 kbps	latency 126.000 ms	accuracy 0.9310
2017-09-12 05:08:06.936 client 52.23.155.130:36534	goodput 6911.264 kbps	throughput 6911.664 kbps	latency 85.667 ms	accuracy 0.9310
2017-09-12 05:08:07.851 client 52.32.115.31:52360	goodput 3067.072 kbps	throughput 3097.024 kbps	latency 13.800 ms	accuracy 0.8492
2017-09-12 05:08:07.921 client 13.58.116.243:35662	goodput 7089.584 kbps	throughput 7089.984 kbps	latency 128.000 ms	accuracy 0.9467
2017-09-12 05:08:07.936 client 52.23.155.130:36534	goodput 7089.584 kbps	throughput 7089.984 kbps	latency 74.000 ms	accuracy 0.9467
2017-09-12 05:08:08.851 client 52.32.115.31:52360	goodput 4300.528 kbps	throughput 4800.912 kbps	latency 18.000 ms	accuracy 0.8466
2017-09-12 05:08:08.921 client 13.58.116.243:35662	goodput 7126.968 kbps	throughput 7189.752 kbps	latency 128.333 ms	accuracy 0.9557
2017-09-12 05:08:08.936 client 52.23.155.130:36534	goodput 7126.968 kbps	throughput 7189.752 kbps	latency 86.667 ms	accuracy 0.9557
2017-09-12 05:08:09.851 client 52.32.115.31:52360	goodput 2738.52 kbps	throughput 3734.088 kbps	latency 31.556 ms	accuracy 0.8766
2017-09-12 05:08:09.921 client 13.58.116.243:35662	goodput 7984.896 kbps	throughput 8139.456 kbps	latency 144.000 ms	accuracy 0.9424
2017-09-12 05:08:09.936 client 52.23.155.130:36534	goodput 7984.896 kbps	throughput 8031.584 kbps	latency 77.333 ms	accuracy 0.9424
2017-09-12 05:08:10.851 client 52.32.115.31:52360	goodput 3394.264 kbps	throughput 4856.264 kbps	latency 28.455 ms	accuracy 0.8841
2017-09-12 05:08:10.921 client 13.58.116.243:35662	goodput 6931.992 kbps	throughput 7147.736 kbps	latency 126.000 ms	accuracy 0.9730
2017-09-12 05:08:10.936 client 52.23.155.130:36534	goodput 6931.992 kbps	throughput 6932.392 kbps	latency 87.000 ms	accuracy 0.9730
2017-09-12 05:08:11.851 client 52.32.115.31:52360	goodput 3490.944 kbps	throughput 4192.592 kbps	latency 38.600 ms	accuracy 0.8403
2017-09-12 05:08:11.921 client 13.58.116.243:35662	goodput 8429.944 kbps	throughput 8614.696 kbps	latency 102.000 ms	accuracy 0.9320
2017-09-12 05:08:11.936 client 52.23.155.130:36534	goodput 6921.928 kbps	throughput 6922.328 kbps	latency 73.333 ms	accuracy 0.9412
2017-09-12 05:08:12.851 client 52.32.115.31:52360	goodput 7016.96 kbps	throughput 7017.36 kbps	latency 111.000 ms	accuracy 0.8970
2017-09-12 05:08:12.921 client 13.58.116.243:35662	goodput 9791.952 kbps	throughput 9792.352 kbps	latency 85.400 ms	accuracy 0.8997
2017-09-12 05:08:12.936 client 52.23.155.130:36534	goodput 7016.96 kbps	throughput 7017.36 kbps	latency 86.333 ms	accuracy 0.8970
2017-09-12 05:08:13.851 client 52.32.115.31:52360	goodput 7064.552 kbps	throughput 7064.952 kbps	latency 115.333 ms	accuracy 0.9530
2017-09-12 05:08:13.921 client 13.58.116.243:35662	goodput 11920.056 kbps	throughput 11920.456 kbps	latency 56.333 ms	accuracy 0.9063
2017-09-12 05:08:13.936 client 52.23.155.130:36534	goodput 7064.552 kbps	throughput 7096.344 kbps	latency 73.667 ms	accuracy 0.9530
2017-09-12 05:08:14.851 client 52.32.115.31:52360	goodput 6931.552 kbps	throughput 6931.952 kbps	latency 114.667 ms	accuracy 0.9189
2017-09-12 05:08:14.921 client 13.58.116.243:35662	goodput 9715.512 kbps	throughput 9715.912 kbps	latency 50.600 ms	accuracy 0.9068
2017-09-12 05:08:14.936 client 52.23.155.130:36534	goodput 6931.552 kbps	throughput 7040.224 kbps	latency 86.000 ms	accuracy 0.9189
2017-09-12 05:08:15.851 client 52.32.115.31:52360	goodput 7010.992 kbps	throughput 7027.088 kbps	latency 108.000 ms	accuracy 0.9290
2017-09-12 05:08:15.921 client 13.58.116.243:35662	goodput 9862.872 kbps	throughput 9907.448 kbps	latency 57.000 ms	accuracy 0.9211
2017-09-12 05:08:15.936 client 52.23.155.130:36534	goodput 7010.992 kbps	throughput 7180.848 kbps	latency 73.667 ms	accuracy 0.9290
2017-09-12 05:08:16.851 client 52.32.115.31:52360	goodput 6927.872 kbps	throughput 7005.952 kbps	latency 107.000 ms	accuracy 0.9581
2017-09-12 05:08:16.921 client 13.58.116.243:35662	goodput 9664.472 kbps	throughput 9883.752 kbps	latency 50.800 ms	accuracy 0.9078
2017-09-12 05:08:16.936 client 52.23.155.130:36534	goodput 6927.872 kbps	throughput 7174.208 kbps	latency 92.667 ms	accuracy 0.9581
2017-09-12 05:08:17.851 client 52.32.115.31:52360	goodput 7096.208 kbps	throughput 7250.768 kbps	latency 95.333 ms	accuracy 0.9643
2017-09-12 05:08:17.921 client 13.58.116.243:35662	goodput 9929.256 kbps	throughput 10322.04 kbps	latency 67.200 ms	accuracy 0.8989
2017-09-12 05:08:17.936 client 52.23.155.130:36534	goodput 9929.256 kbps	throughput 9929.656 kbps	latency 55.200 ms	accuracy 0.8989
2017-09-12 05:08:18.851 client 52.32.115.31:52360	goodput 7131.488 kbps	throughput 7362.528 kbps	latency 92.667 ms	accuracy 0.9432
2017-09-12 05:08:18.921 client 13.58.116.243:35662	goodput 11837.352 kbps	throughput 12273.112 kbps	latency 76.000 ms	accuracy 0.9172
2017-09-12 05:08:18.937 client 52.23.155.130:36534	goodput 11595.784 kbps	throughput 11596.184 kbps	latency 60.000 ms	accuracy 0.9362
2017-09-12 05:08:19.854 client 52.32.115.31:52360	goodput 8023.192 kbps	throughput 8115.768 kbps	latency 86.000 ms	accuracy 0.9176
2017-09-12 05:08:19.922 client 13.58.116.243:35662	goodput 12480.816 kbps	throughput 12481.216 kbps	latency 44.000 ms	accuracy 0.9225
2017-09-12 05:08:19.936 client 52.23.155.130:36534	goodput 8647.576 kbps	throughput 8647.976 kbps	latency 51.200 ms	accuracy 0.9310
2017-09-12 05:08:20.851 client 52.32.115.31:52360	goodput 6783.824 kbps	throughput 6784.224 kbps	latency 85.000 ms	accuracy 0.8904
2017-09-12 05:08:20.922 client 13.58.116.243:35662	goodput 13740.816 kbps	throughput 13741.216 kbps	latency 41.818 ms	accuracy 0.9031
2017-09-12 05:08:20.936 client 52.23.155.130:36534	goodput 9601.672 kbps	throughput 9602.072 kbps	latency 53.800 ms	accuracy 0.9224
2017-09-12 05:08:21.851 client 52.32.115.31:52360	goodput 6873.656 kbps	throughput 6874.056 kbps	latency 86.667 ms	accuracy 0.9324
2017-09-12 05:08:21.922 client 13.58.116.243:35662	goodput 12759.56 kbps	throughput 12759.96 kbps	latency 42.000 ms	accuracy 0.9313
2017-09-12 05:08:21.936 client 52.23.155.130:36534	goodput 9769.008 kbps	throughput 9879.448 kbps	latency 54.800 ms	accuracy 0.9549
2017-09-12 05:08:22.851 client 52.32.115.31:52360	goodput 6981.48 kbps	throughput 6981.88 kbps	latency 86.000 ms	accuracy 0.9200
2017-09-12 05:08:22.922 client 13.58.116.243:35662	goodput 12766.216 kbps	throughput 12766.616 kbps	latency 40.500 ms	accuracy 0.9098
2017-09-12 05:08:22.936 client 52.23.155.130:36534	goodput 9792.608 kbps	throughput 10076.952 kbps	latency 62.000 ms	accuracy 0.9272
2017-09-12 05:08:23.851 client 52.32.115.31:52360	goodput 7049.648 kbps	throughput 7112.432 kbps	latency 91.333 ms	accuracy 0.9419
2017-09-12 05:08:23.922 client 13.58.116.243:35662	goodput 12737.736 kbps	throughput 12738.136 kbps	latency 40.400 ms	accuracy 0.9328
2017-09-12 05:08:23.936 client 52.23.155.130:36534	goodput 9735.448 kbps	throughput 10214.984 kbps	latency 92.000 ms	accuracy 0.9434
2017-09-12 05:08:24.851 client 52.32.115.31:52360	goodput 6932.432 kbps	throughput 7056.4 kbps	latency 85.333 ms	accuracy 0.9167
2017-09-12 05:08:24.922 client 13.58.116.243:35662	goodput 12505 kbps	throughput 12505.4 kbps	latency 40.500 ms	accuracy 0.9010
2017-09-12 05:08:24.936 client 52.23.155.130:36534	goodput 11932.8 kbps	throughput 12042.04 kbps	latency 48.889 ms	accuracy 0.8961
2017-09-12 05:08:25.851 client 52.32.115.31:52360	goodput 6879.944 kbps	throughput 7080.392 kbps	latency 81.667 ms	accuracy 0.9412
2017-09-12 05:08:25.922 client 13.58.116.243:35662	goodput 12540.584 kbps	throughput 12540.984 kbps	latency 40.300 ms	accuracy 0.9120
2017-09-12 05:08:25.936 client 52.23.155.130:36534	goodput 12540.584 kbps	throughput 12540.984 kbps	latency 43.200 ms	accuracy 0.9120
2017-09-12 05:08:26.851 client 52.32.115.31:52360	goodput 6871.232 kbps	throughput 7055.984 kbps	latency 76.667 ms	accuracy 0.9067
2017-09-12 05:08:26.923 client 13.58.116.243:35662	goodput 12353.864 kbps	throughput 12354.264 kbps	latency 39.800 ms	accuracy 0.8898
2017-09-12 05:08:26.936 client 52.23.155.130:36534	goodput 12353.864 kbps	throughput 12354.264 kbps	latency 43.000 ms	accuracy 0.8898
2017-09-12 05:08:27.851 client 52.32.115.31:52360	goodput 9402.048 kbps	throughput 9402.448 kbps	latency 53.400 ms	accuracy 0.9248
2017-09-12 05:08:27.922 client 13.58.116.243:35662	goodput 12244.832 kbps	throughput 12245.232 kbps	latency 39.600 ms	accuracy 0.9249
2017-09-12 05:08:27.936 client 52.23.155.130:36534	goodput 12244.832 kbps	throughput 12245.232 kbps	latency 42.900 ms	accuracy 0.9249
2017-09-12 05:08:28.851 client 52.32.115.31:52360	goodput 11147.128 kbps	throughput 11147.528 kbps	latency 50.600 ms	accuracy 0.9255
2017-09-12 05:08:28.922 client 13.58.116.243:35662	goodput 13595.152 kbps	throughput 13595.552 kbps	latency 45.200 ms	accuracy 0.9154
2017-09-12 05:08:28.936 client 52.23.155.130:36534	goodput 13595.152 kbps	throughput 13595.552 kbps	latency 45.100 ms	accuracy 0.9154
2017-09-12 05:08:29.851 client 52.32.115.31:52360	goodput 8668.872 kbps	throughput 8669.272 kbps	latency 34.200 ms	accuracy 0.9170
2017-09-12 05:08:29.922 client 13.58.116.243:35662	goodput 12181.792 kbps	throughput 12182.192 kbps	latency 39.700 ms	accuracy 0.9267
2017-09-12 05:08:29.936 client 52.23.155.130:36534	goodput 12181.792 kbps	throughput 12182.192 kbps	latency 43.100 ms	accuracy 0.9267
2017-09-12 05:08:30.851 client 52.32.115.31:52360	goodput 9282.928 kbps	throughput 9283.328 kbps	latency 38.000 ms	accuracy 0.8926
2017-09-12 05:08:30.922 client 13.58.116.243:35662	goodput 13360.392 kbps	throughput 13360.792 kbps	latency 39.818 ms	accuracy 0.9135
2017-09-12 05:08:30.936 client 52.23.155.130:36534	goodput 13360.368 kbps	throughput 13360.768 kbps	latency 43.182 ms	accuracy 0.9135
2017-09-12 05:08:31.851 client 52.32.115.31:52360	goodput 11215.568 kbps	throughput 11369.784 kbps	latency 38.667 ms	accuracy 0.9271
2017-09-12 05:08:31.922 client 13.58.116.243:35662	goodput 12029.856 kbps	throughput 12030.256 kbps	latency 39.900 ms	accuracy 0.9214
2017-09-12 05:08:31.936 client 52.23.155.130:36534	goodput 12029.856 kbps	throughput 12030.256 kbps	latency 42.700 ms	accuracy 0.9214
2017-09-12 05:08:32.851 client 52.32.115.31:52360	goodput 9320.376 kbps	throughput 9648.096 kbps	latency 36.000 ms	accuracy 0.9399
2017-09-12 05:08:32.922 client 13.58.116.243:35662	goodput 12164.944 kbps	throughput 12165.344 kbps	latency 39.600 ms	accuracy 0.9138
2017-09-12 05:08:32.936 client 52.23.155.130:36534	goodput 12164.944 kbps	throughput 12165.344 kbps	latency 43.200 ms	accuracy 0.9138
2017-09-12 05:08:33.851 client 52.32.115.31:52360	goodput 9455.336 kbps	throughput 9956.56 kbps	latency 36.600 ms	accuracy 0.9362
2017-09-12 05:08:33.922 client 13.58.116.243:35662	goodput 12272.832 kbps	throughput 12273.232 kbps	latency 40.100 ms	accuracy 0.9085
2017-09-12 05:08:33.936 client 52.23.155.130:36534	goodput 12272.832 kbps	throughput 12273.232 kbps	latency 43.300 ms	accuracy 0.9085
2017-09-12 05:08:34.851 client 52.32.115.31:52360	goodput 11227.984 kbps	throughput 11228.384 kbps	latency 26.667 ms	accuracy 0.9273
2017-09-12 05:08:34.922 client 13.58.116.243:35662	goodput 12434.76 kbps	throughput 12435.16 kbps	latency 44.000 ms	accuracy 0.9336
2017-09-12 05:08:34.936 client 52.23.155.130:36534	goodput 12434.76 kbps	throughput 12435.16 kbps	latency 43.500 ms	accuracy 0.9336
2017-09-12 05:08:35.851 client 52.32.115.31:52360	goodput 12367.8 kbps	throughput 12368.2 kbps	latency 26.500 ms	accuracy 0.8838
2017-09-12 05:08:35.922 client 13.58.116.243:35662	goodput 12367.8 kbps	throughput 12368.2 kbps	latency 39.800 ms	accuracy 0.8838
2017-09-12 05:08:35.936 client 52.23.155.130:36534	goodput 12367.8 kbps	throughput 12368.2 kbps	latency 43.500 ms	accuracy 0.8838
2017-09-12 05:08:36.851 client 52.32.115.31:52360	goodput 12740.192 kbps	throughput 12740.592 kbps	latency 27.000 ms	accuracy 0.9238
2017-09-12 05:08:36.922 client 13.58.116.243:35662	goodput 12740.192 kbps	throughput 12740.592 kbps	latency 40.600 ms	accuracy 0.9238
2017-09-12 05:08:36.936 client 52.23.155.130:36534	goodput 12740.192 kbps	throughput 12740.592 kbps	latency 45.300 ms	accuracy 0.9238
2017-09-12 05:08:37.851 client 52.32.115.31:52360	goodput 12220.84 kbps	throughput 12221.24 kbps	latency 26.300 ms	accuracy 0.8822
2017-09-12 05:08:37.922 client 13.58.116.243:35662	goodput 12220.84 kbps	throughput 12221.24 kbps	latency 39.700 ms	accuracy 0.8822
2017-09-12 05:08:37.936 client 52.23.155.130:36534	goodput 12220.84 kbps	throughput 12221.24 kbps	latency 43.300 ms	accuracy 0.8822
2017-09-12 05:08:38.851 client 52.32.115.31:52360	goodput 12740.488 kbps	throughput 12740.888 kbps	latency 27.300 ms	accuracy 0.9227
2017-09-12 05:08:38.922 client 13.58.116.243:35662	goodput 12740.488 kbps	throughput 12740.888 kbps	latency 40.400 ms	accuracy 0.9227
2017-09-12 05:08:38.936 client 52.23.155.130:36534	goodput 12740.488 kbps	throughput 12740.888 kbps	latency 44.000 ms	accuracy 0.9227
2017-09-12 05:08:39.851 client 52.32.115.31:52360	goodput 12211.272 kbps	throughput 12211.672 kbps	latency 26.000 ms	accuracy 0.9213
2017-09-12 05:08:39.922 client 13.58.116.243:35662	goodput 12211.272 kbps	throughput 12211.672 kbps	latency 39.900 ms	accuracy 0.9213
2017-09-12 05:08:39.936 client 52.23.155.130:36534	goodput 12211.272 kbps	throughput 12211.672 kbps	latency 45.600 ms	accuracy 0.9213
2017-09-12 05:08:40.851 client 52.32.115.31:52360	goodput 11406.208 kbps	throughput 11406.608 kbps	latency 24.800 ms	accuracy 0.8738
2017-09-12 05:08:40.922 client 13.58.116.243:35662	goodput 11406.208 kbps	throughput 11406.608 kbps	latency 38.700 ms	accuracy 0.8738
2017-09-12 05:08:40.936 client 52.23.155.130:36534	goodput 11406.208 kbps	throughput 11406.608 kbps	latency 45.000 ms	accuracy 0.8738
2017-09-12 05:08:41.851 client 52.32.115.31:52360	goodput 11594.272 kbps	throughput 11594.672 kbps	latency 25.100 ms	accuracy 0.9306
2017-09-12 05:08:41.922 client 13.58.116.243:35662	goodput 11594.272 kbps	throughput 11594.672 kbps	latency 39.300 ms	accuracy 0.9306
2017-09-12 05:08:41.936 client 52.23.155.130:36534	goodput 11594.272 kbps	throughput 11594.672 kbps	latency 45.300 ms	accuracy 0.9306
2017-09-12 05:08:42.851 client 52.32.115.31:52360	goodput 12237.224 kbps	throughput 12237.624 kbps	latency 25.900 ms	accuracy 0.9212
2017-09-12 05:08:42.922 client 13.58.116.243:35662	goodput 12237.224 kbps	throughput 12237.624 kbps	latency 40.300 ms	accuracy 0.9212
2017-09-12 05:08:42.936 client 52.23.155.130:36534	goodput 12237.2 kbps	throughput 12237.6 kbps	latency 45.600 ms	accuracy 0.9212
2017-09-12 05:08:43.851 client 52.32.115.31:52360	goodput 12190.256 kbps	throughput 12190.656 kbps	latency 25.800 ms	accuracy 0.8665
2017-09-12 05:08:43.922 client 13.58.116.243:35662	goodput 12190.256 kbps	throughput 12190.656 kbps	latency 40.800 ms	accuracy 0.8665
2017-09-12 05:08:43.936 client 52.23.155.130:36534	goodput 12190.256 kbps	throughput 12190.656 kbps	latency 45.500 ms	accuracy 0.8665
2017-09-12 05:08:44.851 client 52.32.115.31:52360	goodput 12095.016 kbps	throughput 12095.416 kbps	latency 25.800 ms	accuracy 0.9298
2017-09-12 05:08:44.922 client 13.58.116.243:35662	goodput 12095.016 kbps	throughput 12095.416 kbps	latency 40.200 ms	accuracy 0.9298
2017-09-12 05:08:44.936 client 52.23.155.130:36534	goodput 12095.016 kbps	throughput 12095.416 kbps	latency 45.800 ms	accuracy 0.9298
2017-09-12 05:08:45.851 client 52.32.115.31:52360	goodput 12008.144 kbps	throughput 12008.544 kbps	latency 25.500 ms	accuracy 0.9462
2017-09-12 05:08:45.922 client 13.58.116.243:35662	goodput 12008.144 kbps	throughput 12008.544 kbps	latency 40.000 ms	accuracy 0.9462
2017-09-12 05:08:45.936 client 52.23.155.130:36534	goodput 12008.144 kbps	throughput 12008.544 kbps	latency 45.600 ms	accuracy 0.9462
2017-09-12 05:08:46.851 client 52.32.115.31:52360	goodput 12281.472 kbps	throughput 12281.872 kbps	latency 24.636 ms	accuracy 0.9329
2017-09-12 05:08:46.922 client 13.58.116.243:35662	goodput 11018.832 kbps	throughput 11019.232 kbps	latency 38.200 ms	accuracy 0.9354
2017-09-12 05:08:46.937 client 52.23.155.130:36534	goodput 12281.472 kbps	throughput 12281.872 kbps	latency 44.545 ms	accuracy 0.9329
2017-09-12 05:08:47.851 client 52.32.115.31:52360	goodput 11419.592 kbps	throughput 11419.992 kbps	latency 24.600 ms	accuracy 0.9262
2017-09-12 05:08:47.922 client 13.58.116.243:35662	goodput 12682.232 kbps	throughput 12682.632 kbps	latency 39.000 ms	accuracy 0.9246
2017-09-12 05:08:47.936 client 52.23.155.130:36534	goodput 11419.592 kbps	throughput 11419.992 kbps	latency 44.900 ms	accuracy 0.9262
2017-09-12 05:08:48.851 client 52.32.115.31:52360	goodput 12975.52 kbps	throughput 12975.92 kbps	latency 27.300 ms	accuracy 0.8971
2017-09-12 05:08:48.922 client 13.58.116.243:35662	goodput 12975.52 kbps	throughput 12975.92 kbps	latency 43.900 ms	accuracy 0.8971
2017-09-12 05:08:48.936 client 52.23.155.130:36534	goodput 12975.52 kbps	throughput 12975.92 kbps	latency 46.000 ms	accuracy 0.8971
2017-09-12 05:08:49.851 client 52.32.115.31:52360	goodput 11451.184 kbps	throughput 11451.584 kbps	latency 25.100 ms	accuracy 0.9174
2017-09-12 05:08:49.922 client 13.58.116.243:35662	goodput 11451.184 kbps	throughput 11451.584 kbps	latency 38.800 ms	accuracy 0.9174
2017-09-12 05:08:49.936 client 52.23.155.130:36534	goodput 11451.184 kbps	throughput 11451.584 kbps	latency 45.000 ms	accuracy 0.9174
2017-09-12 05:08:50.851 client 52.32.115.31:52360	goodput 11733.856 kbps	throughput 11734.256 kbps	latency 25.600 ms	accuracy 0.9426
2017-09-12 05:08:50.922 client 13.58.116.243:35662	goodput 11733.856 kbps	throughput 11734.256 kbps	latency 39.000 ms	accuracy 0.9426
2017-09-12 05:08:50.936 client 52.23.155.130:36534	goodput 11733.856 kbps	throughput 11734.256 kbps	latency 45.100 ms	accuracy 0.9426
2017-09-12 05:08:51.851 client 52.32.115.31:52360	goodput 11847.544 kbps	throughput 11847.944 kbps	latency 25.500 ms	accuracy 0.9228
2017-09-12 05:08:51.922 client 13.58.116.243:35662	goodput 11847.568 kbps	throughput 11847.968 kbps	latency 39.400 ms	accuracy 0.9228
